"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1348842","occ","","","35533","Viverravus","genus","40995","Ypresian","","56","47.8","60942"
"1348843","occ","","","35533","Miacidae","family","40978","Ypresian","","56","47.8","60942"
"1348850","occ","","","35535","Viverravus","genus","40995","Ypresian","","56","47.8","60942"
"1348851","occ","","","35535","Miacidae","family","40978","Ypresian","","56","47.8","60942"
"1348864","occ","","","177494","Carnivora","order","36905","Lutetian","","47.8","41.3","60943"
"1348925","occ","","","181845","Cryptoprocta","genus","158504","Holocene","","0.0117","0","60479"
"1348990","occ","","","37008","Praolestes nanus","species","247228","Late Paleocene","","58.7","55.8","50837"
"1348991","occ","","","37008","Praolestes maximus","species","347986","Late Paleocene","","58.7","55.8","50837"
"1348992","occ","","","132936","Praolestes maximus","species","347986","Gashatan","","58.7","55.8","50837"
"1348994","occ","","","37206","Edzenius lus","species","347988","Bumbanian","","55.8","48.6","50837"
"1348997","occ","","","37206","Eosoricodon terrigena","species","347992","Bumbanian","","55.8","48.6","50837"
"1349013","occ","","","31746","Saturninia gracilis","species","56680","Priabonian","","38","33.9","60954"
"1349441","occ","","","182838","Mystacina","genus","333938","Pleistocene","Holocene","2.588","0","60969"
"1349723","occ","","","182901","Neomonachus tropicalis","species","137348","Holocene","","0.0117","0","34444"
"1349876","occ","","","182931","Megaderma","genus","40642","Pliocene","","5.333","2.588","61032"
"1349879","occ","","","182933","Hipposideros bernardsigei","species","348472","Miocene","","23.03","5.333","61034"
"1349880","occ","","","182935","Miophyllorhina riversleighensis","species","348473","Miocene","","23.03","5.333","61036"
"1349882","occ","","","182936","Riversleigha williamsi","species","348471","Miocene","","23.03","5.333","61037"
"1350011","occ","","","182955","Hipposideros","genus","40649","Middle Miocene","","15.97","11.608","61054"
"1350014","occ","","","182956","Neomonachus tropicalis","species","137348","Holocene","","0.0117","0","34444"
"1350016","occ","","","182958","Macroderma koppa","species","346702","Early Pliocene","","5.333","3.6","61056"
"1350060","occ","","","182957","Miniopterus","genus","40676","Late Pleistocene","","0.126","0.0117","61053"
"1350085","occ","","","182092","Neomonachus tropicalis","species","137348","Holocene","","0.0117","0","34444"
"1350223","occ","","","183076","Miacidae","family","40978","Early Eocene","Middle Eocene","55.8","37.2","61077"
"1350251","occ","","","183092","Pachycrocuta","genus","41030","Late Miocene","Early Pleistocene","11.608","0.781","61081"
"1350252","occ","","","183092","Canis","genus","41198","Late Miocene","Early Pleistocene","11.608","0.781","61081"
"1350346","occ","","","183096","Macroderma","genus","94084","Middle Miocene","","15.97","11.608","61085"
"1350347","occ","","","183096","Brachipposideros","genus","92089","Middle Miocene","","15.97","11.608","61085"
"1350401","occ","","","183085","Miniopterus","genus","40676","Late Pleistocene","Holocene","0.126","0","61062"
"1350427","occ","","","151737","Maofelis cantonensis","species","348239","Late Eocene","","37.2","33.9","61094"
"1350428","occ","","","31742","Saturninia","genus","40441","Bartonian","","41.3","38","60954"
"1350430","occ","","","31720","Stehlinia gracilis","species","136294","Bartonian","","41.3","38","60954"
"1350431","occ","","","31720","Stehlinia","genus","40689","Bartonian","","41.3","38","60954"
"1350432","occ","","","31721","Stehlinia","genus","40689","Bartonian","","41.3","38","60954"
"1350564","occ","","","183123","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","61122"
"1350565","occ","","","183123","Xenocyon","genus","301919","Pleistocene","","2.588","0.0117","61122"
"1350566","occ","","","183123","Vulpes vulpes","species","44890","Pleistocene","","2.588","0.0117","61122"
"1350567","occ","","","183123","Ursus","genus","41331","Pleistocene","","2.588","0.0117","61122"
"1350568","occ","","","183123","Ursus spelaeus","species","90654","Pleistocene","","2.588","0.0117","61122"
"1350569","occ","","","183123","Crocuta","genus","45364","Pleistocene","","2.588","0.0117","61122"
"1350570","occ","","","183123","Crocuta","genus","45364","Pleistocene","","2.588","0.0117","61122"
"1350572","occ","","","183123","Panthera leo","species","46521","Pleistocene","","2.588","0.0117","61122"
"1350573","occ","","","183123","Felis silvestris","species","224042","Pleistocene","","2.588","0.0117","61122"
"1350604","occ","","","183123","Sorex","genus","40486","Pleistocene","","2.588","0.0117","61123"
"1350606","occ","","","183123","Rhinolophus","genus","40646","Pleistocene","","2.588","0.0117","61123"
"1350607","occ","","","183123","Rhinolophus ferrumequinum","species","236716","Pleistocene","","2.588","0.0117","61123"
"1350608","occ","","","183123","Myotis","genus","40678","Pleistocene","","2.588","0.0117","61123"
"1350609","occ","","","183123","Myotis","genus","40678","Pleistocene","","2.588","0.0117","61123"
"1350610","occ","","","183123","Pipistrellus","genus","40683","Pleistocene","","2.588","0.0117","61123"
"1350624","occ","","","183124","Martes foina","species","157447","Late Pleistocene","","0.126","0.0117","61125"
"1350625","occ","","","183124","Meles meles","species","104171","Late Pleistocene","","0.126","0.0117","61125"
"1350669","occ","","","32189","Martes","genus","41126","Turolian","","8.7","5.333","61128"
"1350670","occ","","","32189","Promeles","genus","41160","Turolian","","8.7","5.333","61128"
"1350671","occ","","","32189","Lutra affinis","species","159251","Turolian","","8.7","5.333","61128"
"1350672","occ","","","32189","Promephitis","genus","41162","Turolian","","8.7","5.333","61128"
"1350673","occ","","","32189","Viverridae","family","40997","Turolian","","8.7","5.333","61128"
"1350674","occ","","","32189","Chasmaporthetes","genus","41023","Turolian","","8.7","5.333","61128"
"1350722","occ","","","183151","Paenelimnoecus","genus","40478","Late Miocene","","11.608","5.333","61130"
"1350742","occ","","","183152","Vulpes chama","species","235498","Early Pleistocene","","2.588","0.781","61133"
"1350743","occ","","","183152","Vulpes chama","species","235498","Early Pleistocene","","2.588","0.781","61133"
"1350744","occ","","","183152","Canidae","family","41189","Early Pleistocene","","2.588","0.781","61133"
"1350745","occ","","","183152","Dinofelis","genus","41052","Early Pleistocene","","2.588","0.781","61133"
"1350746","occ","","","183152","Dinofelis","genus","41052","Early Pleistocene","","2.588","0.781","61133"
"1350747","occ","","","183152","Dinofelis","genus","41052","Early Pleistocene","","2.588","0.781","61133"
"1350748","occ","","","183152","Megantereon whitei","species","92246","Early Pleistocene","","2.588","0.781","61133"
"1350749","occ","","","183152","Machairodontinae","subfamily","65494","Early Pleistocene","","2.588","0.781","61133"
"1350750","occ","","","183152","Panthera pardus","species","104158","Early Pleistocene","","2.588","0.781","61133"
"1350751","occ","","","183152","Panthera pardus","species","104158","Early Pleistocene","","2.588","0.781","61133"
"1350752","occ","","","183152","Panthera","genus","41066","Early Pleistocene","","2.588","0.781","61133"
"1350753","occ","","","183152","Caracal caracal","species","224076","Early Pleistocene","","2.588","0.781","61133"
"1350754","occ","","","183152","Felis silvestris","species","224042","Early Pleistocene","","2.588","0.781","61133"
"1350755","occ","","","183152","Felidae","family","41045","Early Pleistocene","","2.588","0.781","61133"
"1350756","occ","","","183152","Suricata suricatta","species","232148","Early Pleistocene","","2.588","0.781","61133"
"1350757","occ","","","183152","Cynictis","genus","41002","Early Pleistocene","","2.588","0.781","61133"
"1350758","occ","","","183152","Chasmaporthetes","genus","41023","Early Pleistocene","","2.588","0.781","61133"
"1350759","occ","","","183152","Lycyaenops silberbergi","species","348318","Early Pleistocene","","2.588","0.781","61133"
"1350760","occ","","","183152","Hyaenidae","family","41020","Early Pleistocene","","2.588","0.781","61133"
"1350761","occ","","","183152","Carnivora","order","36905","Early Pleistocene","","2.588","0.781","61133"
"1350840","occ","","","125187","Monachinae","subfamily","53274","Zanclean","","5.333","3.6","61139"
"1350872","occ","","F","67706","Aegyptonycteris knightae","species","348328","Priabonian","","38","33.9","61141"
"1350977","occ","","","77929","Changlelestes dissetiformis","species","332084","Early Eocene","","55.8","48.6","61143"
"1350978","occ","","","77929","Talpilestes asiatica","species","348344","Early Eocene","","55.8","48.6","61143"
"1350993","occ","","","77929","Oxyaena","genus","40961","Early Eocene","","55.8","48.6","61143"
"1350995","occ","","","77929","Preonictis youngi","species","348354","Early Eocene","","55.8","48.6","61143"
"1350996","occ","","","77929","Variviverra vegetatus","species","348356","Early Eocene","","55.8","48.6","61143"
"1350997","occ","","","77929","Zodiocyon zetesios","species","348357","Early Eocene","","55.8","48.6","61143"
"1351119","occ","","","183188","Changlelestes dissetiformis","species","332084","Early Eocene","","55.8","48.6","57082"
"1351406","occ","","","174687","Bumbanius ningi","species","143012","Late Paleocene","","58.7","55.8","61168"
"1351407","occ","","","174687","Asionyctia guoi","species","143031","Late Paleocene","","58.7","55.8","61168"
"1351744","occ","","","183341","Nyctereutes","genus","41225","Early Pleistocene","","2.588","0.781","61190"
"1351745","occ","","","183341","Meles","genus","41129","Early Pleistocene","","2.588","0.781","61190"
"1351746","occ","","","183341","Mustelidae","family","41086","Early Pleistocene","","2.588","0.781","61190"
"1351747","occ","","","183341","Carnivora","order","36905","Early Pleistocene","","2.588","0.781","61190"
"1351757","occ","","","183342","Nyctereutes","genus","41225","Early Pleistocene","","2.588","0.781","61190"
"1351758","occ","","","183342","Machairodontinae","subfamily","65494","Early Pleistocene","","2.588","0.781","61190"
"1351764","occ","","","183344","Felidae","family","41045","Early Pleistocene","","2.588","0.781","61190"
"1351765","occ","","","183344","Carnivora","order","36905","Early Pleistocene","","2.588","0.781","61190"
"1351825","occ","","","31736","Saturninia","genus","40441","Bartonian","","41.3","38","61203"
"1351826","occ","","","31736","Saturninia","genus","40441","Bartonian","","41.3","38","61203"
"1351829","occ","","","31736","Archaeonycteris","genus","40630","Bartonian","","41.3","38","61203"
"1351830","occ","","","31736","Palaeochiropteryx","genus","40634","Bartonian","","41.3","38","61203"
"1351831","occ","","","31736","Hipposideridae","family","40647","Bartonian","","41.3","38","61203"
"1351832","occ","","","31736","Microchiroptera","suborder","40627","Bartonian","","41.3","38","61203"
"1351843","occ","","","31736","Quercygale angustidens","species","136657","Bartonian","","41.3","38","61203"
"1351844","occ","","","31736","Simamphicyon helveticus","species","58764","Bartonian","","41.3","38","61203"
"1351864","occ","","","183350","Saturninia","genus","40441","Bartonian","","41.3","38","61203"
"1351865","occ","","","183350","Saturninia","genus","40441","Bartonian","","41.3","38","61203"
"1351866","occ","","","183350","Archaeonycteris","genus","40630","Bartonian","","41.3","38","61203"
"1351867","occ","","","183350","Palaeochiropteryx","genus","40634","Bartonian","","41.3","38","61203"
"1351868","occ","","","183350","Hipposideridae","family","40647","Bartonian","","41.3","38","61203"
"1351869","occ","","","183350","Microchiroptera","suborder","40627","Bartonian","","41.3","38","61203"
"1352041","occ","","","182629","Neomonachus tropicalis","species","137348","Holocene","","0.0117","0","60717"
"1352042","occ","","","125223","Neomonachus tropicalis","species","137348","Holocene","","0.0117","0","60307"
"1352043","occ","","","125225","Neomonachus tropicalis","species","137348","Holocene","","0.0117","0","60307"
"1352044","occ","","","125233","Neomonachus tropicalis","species","137348","Holocene","","0.0117","0","61206"
"1352047","occ","","","125940","Neomonachus tropicalis","species","137348","Holocene","","0.0117","0","61206"
"1352048","occ","","","125943","Neomonachus tropicalis","species","137348","Holocene","","0.0117","0","34444"
"1352076","occ","","","125949","Neomonachus tropicalis","species","137348","Holocene","","0.0117","0","61059"
"1352077","occ","","","125964","Neomonachus tropicalis","species","137348","Holocene","","0.0117","0","61059"
"1352104","occ","","","125965","Neomonachus tropicalis","species","137348","Holocene","","0.0117","0","61206"
"1352105","occ","","","125966","Neomonachus tropicalis","species","137348","Holocene","","0.0117","0","61209"
"1352108","occ","","","126597","Neomonachus tropicalis","species","137348","Holocene","","0.0117","0","61210"
"1352110","occ","","","126601","Neomonachus tropicalis","species","137348","Holocene","","0.0117","0","61212"
"1352111","occ","","","126603","Neomonachus tropicalis","species","137348","Holocene","","0.0117","0","60307"
"1352112","occ","","","126604","Neomonachus tropicalis","species","137348","Holocene","","0.0117","0","61059"
"1352161","occ","","","183371","Nyctitheriidae","family","40496","Rupelian","","33.9","28.1","61215"
